download_date,start_date,end_date,symbols_count,total_records,symbols_downloaded
2025-11-08 13:01:14,1990-01-01,2025-11-08,6,46422,"['SPY', '^GSPC', '^VIX', 'QQQ', 'DIA', 'IWM']"
