Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Name,Daily_Return,Volatility_20d
1990-01-02 00:00:00-05:00,353.3999938964844,359.69000244140625,351.9800109863281,359.69000244140625,162070000,0.0,0.0,^GSPC,S&P 500 Index,,
1990-01-03 00:00:00-05:00,359.69000244140625,360.5899963378906,357.8900146484375,358.760009765625,192330000,0.0,0.0,^GSPC,S&P 500 Index,-0.00258553940745887,
1990-01-04 00:00:00-05:00,358.760009765625,358.760009765625,352.8900146484375,355.6700134277344,177000000,0.0,0.0,^GSPC,S&P 500 Index,-0.00861298989234971,
1990-01-05 00:00:00-05:00,355.6700134277344,355.6700134277344,351.3500061035156,352.20001220703125,158530000,0.0,0.0,^GSPC,S&P 500 Index,-0.009756237775744192,
1990-01-08 00:00:00-05:00,352.20001220703125,354.239990234375,350.5400085449219,353.7900085449219,140110000,0.0,0.0,^GSPC,S&P 500 Index,0.00451446985457804,
1990-01-09 00:00:00-05:00,353.8299865722656,354.1700134277344,349.6099853515625,349.6199951171875,155210000,0.0,0.0,^GSPC,S&P 500 Index,-0.011786690768585961,
1990-01-10 00:00:00-05:00,349.6199951171875,349.6199951171875,344.32000732421875,347.30999755859375,175990000,0.0,0.0,^GSPC,S&P 500 Index,-0.006607166611908077,
1990-01-11 00:00:00-05:00,347.30999755859375,350.1400146484375,347.30999755859375,348.5299987792969,154390000,0.0,0.0,^GSPC,S&P 500 Index,0.003512715525838761,
1990-01-12 00:00:00-05:00,348.5299987792969,348.5299987792969,339.489990234375,339.92999267578125,183880000,0.0,0.0,^GSPC,S&P 500 Index,-0.024675081438144675,
1990-01-15 00:00:00-05:00,339.92999267578125,339.94000244140625,336.57000732421875,337.0,140590000,0.0,0.0,^GSPC,S&P 500 Index,-0.008619400285092893,
1990-01-16 00:00:00-05:00,337.0,340.75,333.3699951171875,340.75,186070000,0.0,0.0,^GSPC,S&P 500 Index,0.011127596439169052,
1990-01-17 00:00:00-05:00,340.7699890136719,342.010009765625,336.260009765625,337.3999938964844,170470000,0.0,0.0,^GSPC,S&P 500 Index,-0.00983127249747795,
1990-01-18 00:00:00-05:00,337.3999938964844,338.3800048828125,333.9800109863281,338.19000244140625,178590000,0.0,0.0,^GSPC,S&P 500 Index,0.002341459867258422,
1990-01-19 00:00:00-05:00,338.19000244140625,340.4800109863281,338.19000244140625,339.1499938964844,185590000,0.0,0.0,^GSPC,S&P 500 Index,0.0028386157134980827,
1990-01-22 00:00:00-05:00,339.1400146484375,339.9599914550781,330.2799987792969,330.3800048828125,148380000,0.0,0.0,^GSPC,S&P 500 Index,-0.02585873263010774,
1990-01-23 00:00:00-05:00,330.3800048828125,332.760009765625,328.6700134277344,331.6099853515625,179300000,0.0,0.0,^GSPC,S&P 500 Index,0.0037229264803306794,
1990-01-24 00:00:00-05:00,331.6099853515625,331.7099914550781,324.1700134277344,330.260009765625,207830000,0.0,0.0,^GSPC,S&P 500 Index,-0.0040709738716290245,
1990-01-25 00:00:00-05:00,330.260009765625,332.3299865722656,325.3299865722656,326.0799865722656,172270000,0.0,0.0,^GSPC,S&P 500 Index,-0.012656764578690027,
1990-01-26 00:00:00-05:00,326.0899963378906,328.5799865722656,321.44000244140625,325.79998779296875,198190000,0.0,0.0,^GSPC,S&P 500 Index,-0.0008586812770701169,
1990-01-29 00:00:00-05:00,325.79998779296875,327.30999755859375,321.7900085449219,325.20001220703125,150770000,0.0,0.0,^GSPC,S&P 500 Index,-0.0018415457594146423,
1990-01-30 00:00:00-05:00,325.20001220703125,325.7300109863281,319.8299865722656,322.9800109863281,186030000,0.0,0.0,^GSPC,S&P 500 Index,-0.006826571763133282,0.009322088027336526
1990-01-31 00:00:00-05:00,322.9800109863281,329.0799865722656,322.9800109863281,329.0799865722656,189660000,0.0,0.0,^GSPC,S&P 500 Index,0.01888654213401364,0.01077724434595943
1990-02-01 00:00:00-05:00,329.0799865722656,329.8599853515625,327.760009765625,328.7900085449219,154580000,0.0,0.0,^GSPC,S&P 500 Index,-0.000881177948146239,0.010751254101658473
1990-02-02 00:00:00-05:00,328.7900085449219,332.1000061035156,328.0899963378906,330.9200134277344,164400000,0.0,0.0,^GSPC,S&P 500 Index,0.006478313900835753,0.010895053005806624
1990-02-05 00:00:00-05:00,330.9200134277344,332.1600036621094,330.45001220703125,331.8500061035156,130950000,0.0,0.0,^GSPC,S&P 500 Index,0.00281032466470732,0.010839263026580361
1990-02-06 00:00:00-05:00,331.8500061035156,331.8599853515625,328.20001220703125,329.6600036621094,134070000,0.0,0.0,^GSPC,S&P 500 Index,-0.00659937441954761,0.010682393613797162
1990-02-07 00:00:00-05:00,329.6600036621094,333.760009765625,326.54998779296875,333.75,186710000,0.0,0.0,^GSPC,S&P 500 Index,0.0124067108307222,0.011168301469835298
1990-02-08 00:00:00-05:00,333.75,336.0899963378906,332.0,332.9599914550781,176240000,0.0,0.0,^GSPC,S&P 500 Index,-0.002367066801264084,0.011094642589450674
1990-02-09 00:00:00-05:00,333.0199890136719,334.6000061035156,332.4100036621094,333.6199951171875,146910000,0.0,0.0,^GSPC,S&P 500 Index,0.0019822311360144784,0.009778671502213617
1990-02-12 00:00:00-05:00,333.6199951171875,333.6199951171875,329.9700012207031,330.0799865722656,118390000,0.0,0.0,^GSPC,S&P 500 Index,-0.010610900415841118,0.009871214209125009
1990-02-13 00:00:00-05:00,330.0799865722656,331.6099853515625,327.9200134277344,331.0199890136719,144490000,0.0,0.0,^GSPC,S&P 500 Index,0.002847801986323839,0.009503003553152471
1990-02-14 00:00:00-05:00,331.0199890136719,333.20001220703125,330.6400146484375,332.010009765625,138530000,0.0,0.0,^GSPC,S&P 500 Index,0.0029908186357658906,0.009335614019290587
1990-02-15 00:00:00-05:00,332.010009765625,335.2099914550781,331.6099853515625,334.8900146484375,174620000,0.0,0.0,^GSPC,S&P 500 Index,0.008674451968618602,0.009551374687790087
1990-02-16 00:00:00-05:00,334.8900146484375,335.6400146484375,332.4200134277344,332.7200012207031,166840000,0.0,0.0,^GSPC,S&P 500 Index,-0.006479779428516075,0.009609782343577322
1990-02-20 00:00:00-05:00,332.7200012207031,332.7200012207031,326.260009765625,327.989990234375,147300000,0.0,0.0,^GSPC,S&P 500 Index,-0.014216190697807107,0.008279678123035403
